Antibiotic_family	Genefam	Gene	Hit
Tetracycline	tet(X) like	tet(X4)	tet(X4)_1_MK134376
Tetracycline	tet(X) like	tet(X5)	tet(X5)_1_CP040912
Tetracycline	tet(X6) like	tet(X6)	tet(X6)_1_MN507533
Tetracycline	tet(Y)	tet(Y)	tet(Y)_1_EF495198
Tetracycline	tet(Y)	tet(Y)	tet(Y)_2_AB089606
Tetracycline	tet(Z)	tet(Z)	tet(Z)_1_AF121000
Tetracycline	tetA(46)	tetA(46)	tetA(46)_1_HQ652506
Tetracycline	tetA(60)	tetA(60)	tetA(60)_1_KX000272
Tetracycline	tetA(P)	tetA(P)	tetA(P)_1_AB054980
Tetracycline	tetA(P)	tetA(P)	tetA(P)_2_L20800
Tetracycline	tetA(P)	tetA(P)	tetA(P)_3_AB001076
Tetracycline	tetB(46)	tetB(46)	tetB(46)_1_HQ652506
Tetracycline	tetB(60)	tetB(60)	tetB(60)_1_KX000273
Tetracycline	tetB(P)	tetB(P)	tetB(P)_1_NC_010937
Macrolide	tlr(C)	tlr(C)	tlr(C)_1_M57437
Pleuromutilin	tva(A)	tva(A)	tva(A)_1_ENA_SOX29786
Glycopeptide	VanA like	VanA_bc	VanA_bc_1_Y15704
Glycopeptide	VanC1XY	VanC1XY	VanC1XY_1_AF162694
Glycopeptide	VanC1XY	VanC1XY	VanC1XY_2_DQ022190
Glycopeptide	VanC	VanC2	VanC2_1_L29638
Glycopeptide	VanC	VanC2XY	VanC2XY_1_EU151754
Glycopeptide	VanC	VanC2XY	VanC2XY_2_EU151755
Glycopeptide	VanC	VanC2XY	VanC2XY_3_EU151757
Glycopeptide	VanC	VanC2XY	VanC2XY_4_EU151758
Glycopeptide	VanC	VanC2XY	VanC2XY_5_EU151760
Glycopeptide	VanC	VanC3XY	VanC3XY_1_AY033764
Glycopeptide	VanC	VanC3XY	VanC3XY_2_EU151759
Glycopeptide	VanC	VanC4XY	VanC4XY_1_EU151752
Glycopeptide	VanC	VanC4XY	VanC4XY_2_EU151753
Glycopeptide	VanC	VanC4XY	VanC4XY_3_EU151756
Glycopeptide	VanE	VanE	VanE_1_AF136925
Glycopeptide	VanE	VanEXY	VanEXY_1_FJ872411
Glycopeptide	VanG2XY	VanG2XY	VanG2XY_1_FJ872410
Glycopeptide	VanGXY	VanGXY	VanGXY_1_AY271782
Glycopeptide	VanA like	VanH_bc	VanH_bc_1_Y15705
Glycopeptide	VanA like	VanHAX	VanHAX_1_FJ866609
Glycopeptide	VanA like	VanHAX	VanHAX_2_M97297
Glycopeptide	VanHAX_PA	VanHAX_PA	VanHAX_PA_1_DQ018711
Glycopeptide	VanA like	VanHAX_PT	VanHAX_PT_1_DQ018710
Glycopeptide	VanA like	VanHAX_PT	VanHAX_PT_2_AY926880
Glycopeptide	VanHBX	VanHBX	VanHBX_1_AF192329
Glycopeptide	VanHBX	VanHBX	VanHBX_2_U35369
Glycopeptide	VanHDX	VanHDX	VanHDX_1_AF130997
Glycopeptide	VanHDX	VanHDX	VanHDX_2_EU999036
Glycopeptide	VanHDX	VanHDX	VanHDX_3_AF175293
Glycopeptide	VanHDX	VanHDX	VanHDX_4_AY082011
Glycopeptide	VanHDX	VanHDX	VanHDX_5_AY489045
Glycopeptide	VanHDX	VanHDX	VanHDX_6_DQ172830
Glycopeptide	VanHDX	VanHDX	VanHDX_7_AB242319
Glycopeptide	VanHFX	VanHFX	VanHFX_1_AF155139
Glycopeptide	VanHMX	VanHMX	VanHMX_1_FJ349556
Glycopeptide	VanHOX	VanHOX	VanHOX_1_KF478993
Glycopeptide	VanLXY	VanLXY	VanLXY_1_EU250284
Glycopeptide	VanNXY	VanNXY	VanNXY_1_JF802084
Glycopeptide	VanA like	VanX_bc	VanX_bc_1_Y15708
Glycopeptide	vanXmurFvanKWI	vanXmurFvanKWI	vanXmurFvanKWI_1_NZAGAF01000127
Glycopeptide	vanXmurFvanKWI	vanXmurFvanKWI	vanXmurFvanKWI_2_AP008230
Glycopeptide	vanXmurFvanWI	vanXmurFvanWI	vanXmurFvanWI_1_CP001336
Glycopeptide	VanC	VanXY_C2	VanXY_C2_1_AY033089
Streptogramin A	vat(A)	vat(A)	vat(A)_1_L07778
Streptogramin A	vat(B)	vat(B)	vat(B)_1_U19459
Streptogramin A	vat(C)	vat(C)	vat(C)_1_AF015628
Streptogramin A	vat(D)	vat(D)	vat(D)_1_L12033
Streptogramin A	vat(E)	vat(E)	vat(E)_10_AY043212
Streptogramin A	vat(E)	vat(E)	vat(E)_11_AY043213
Streptogramin A	vat(E)	vat(E)	vat(E)_3_AF153312
Streptogramin A	vat(E)	vat(E)	vat(E)_5_AJ488494
Streptogramin A	vat(E)	vat(E)	vat(E)_7_AY043211
Streptogramin A	vat(E)	vat(E)	vat(E)_8_AY043209
Streptogramin A	vat(E)	vat(E)	vat(E)_9_AY043210
Streptogramin A	vat(F)	vat(F)	vat(F)_1_AF170730
Streptogramin A	vat(H)	vat(H)	vat(H)_1_GQ205627
Lincosamide, Streptogramin A, Pleuromutilin	vga(A)	vga(A)	vga(A)_1_M90056
Lincosamide, Streptogramin A, Pleuromutilin	vga(A)	vga(A)	vga(A)_2_FN546261
Lincosamide, Streptogramin A, Pleuromutilin	vga(A)	vga(A)	vga(A)_3_JQ312422
Lincosamide, Streptogramin A, Pleuromutilin	vga(A)	vga(A)LC	vga(A)LC_1_GQ891882
Lincosamide, Streptogramin A, Pleuromutilin	vga(A)	vga(A)LC	vga(A)LC_2_DQ823382
Lincosamide, Streptogramin A, Pleuromutilin	vga(A)	vga(A)LC	vga(A)LC_3_FN806791
Lincosamide, Streptogramin A, Pleuromutilin	vga(A)	vga(A)LC	vga(A)LC_4_JQ312423
Lincosamide, Streptogramin A, Pleuromutilin	vga(A)V	vga(A)V	vga(A)V_1_AF186237
Streptogramin A, Streptogramin B	vga(B)	vga(B)	vga(B)_1_U82085
Lincosamide, Streptogramin A, Pleuromutilin	vga(C)	vga(C)	vga(C)_1_FN806792
Streptogramin A	vga(D)	vga(D)	vga(D)_1_GQ205627
Lincosamide, Streptogramin A, Pleuromutilin	vga(E)	vga(E)	vga(E)_1_FR772051
Streptogramin B	vgb(A)	vgb(A)	vgb(A)_1_M20129
Streptogramin B	vgb(B)	vgb(B)	vgb(B)_1_AF015628
