resfinder_code	Sample_ule	Reads_code	Partner	Partner_code	Industry_code	Dataset_ID	UNITN_seq_ID	Industry_type	Industry_type2	Surface	Surface2	rindcore	Room	Ripening.time	Host	Product_type	Total_reads	Contigs	MAGs
TGS14.28	TEAG-WP4-TGS14-28	TGS14-28_R1	TEAGASC	TEAG-WP4-TGS14-28	TGS14	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS14-28	Cheese_Dairy	Semicured_cheese	Final_product	-	core	Final_product	-	Sheep	Semi-cured cheese	16176505	2242	5
TGS14.29	TEAG-WP4-TGS14-29	TGS14-29_R1	TEAGASC	TEAG-WP4-TGS14-29	TGS14	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS14-29	Cheese_Dairy	Semicured_cheese	Final_product	-	rind	Final_product	-	Sheep	Semi-cured cheese	10597697	15643	2
TGS14.30	TEAG-WP4-TGS14-30	TGS14-30_R1	TEAGASC	TEAG-WP4-TGS14-30	TGS14	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS14-30	Cheese_Dairy	Semicured_cheese	Final_product	-	rind	Final_product	-	Sheep	Semi-cured cheese	102260710	54170	10
TGS14.NP	TEAG-WP4-TGS14-NP	TGS14-NP_R1	TEAGASC	TEAG-WP4-TGS14-NP	TGS14	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS14-NP	Cheese_Dairy	Semicured_cheese	Raw_materials	-	-	Raw_material	-	Sheep	Semi-cured cheese	9257246	540	0
TGS14.O	TEAG-WP4-TGS14-O	TGS14-O_R1	TEAGASC	TEAG-WP4-TGS14-O	TGS14	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS14-O	Cheese_Dairy	Semicured_cheese	Operator	-	-	Operator	-	Sheep	Semi-cured cheese	69196627	74464	27
TGS15.01	TEAG-WP4-TGS15-01	TGS15-01_R1	TEAGASC	TEAG-WP4-TGS15-1	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-01	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Processing	-	Sheep	Semi-cured cheese	-	102480	15
TGS15.05	TEAG-WP4-TGS15-05	TGS15-05_R1	TEAGASC	TEAG-WP4-TGS15-5	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-05	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Ripening	-	Sheep	Semi-cured cheese	-	45607	7
TGS15.06	TEAG-WP4-TGS15-06	TGS15-06_R1	TEAGASC	TEAG-WP4-TGS15-6	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-06	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Ripening	-	Sheep	Semi-cured cheese	-	47572	15
TGS15.11	TEAG-WP4-TGS15-11	TGS15-11_R1	TEAGASC	TEAG-WP4-TGS15-11	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-11	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Sheep	Semi-cured cheese	28797391	56457	11
TGS15.12	TEAG-WP4-TGS15-12	TGS15-12_R1	TEAGASC	TEAG-WP4-TGS15-12	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-12	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Sheep	Semi-cured cheese	81479348	48568	16
TGS15.13	TEAG-WP4-TGS15-13	TGS15-13_R1	TEAGASC	TEAG-WP4-TGS15-13	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-13	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Sheep	Semi-cured cheese	93744693	56006	14
TGS15.15	TEAG-WP4-TGS15-15	TGS15-15_R1	TEAGASC	TEAG-WP4-TGS15-15	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-15	Cheese_Dairy	Semicured_cheese	Negative_control_laboratory	-	-	-	-	Sheep	Semi-cured cheese	204879	152	0
TGS15.20	TEAG-WP4-TGS15-20	TGS15-20_R1	TEAGASC	TEAG-WP4-TGS15-20	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-20	Cheese_Dairy	Semicured_cheese	Raw_materials	Milk	-	Raw_material	-	Sheep	Semi-cured cheese	115477346	609424	0
TGS15.21	TEAG-WP4-TGS15-21	TGS15-21_R1	TEAGASC	TEAG-WP4-TGS15-21	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-21	Cheese_Dairy	Semicured_cheese	Raw_materials	Whey	-	Raw_material	-	Sheep	Semi-cured cheese	64749460	1573	2
TGS15.23	TEAG-WP4-TGS15-23	TGS15-23_R1	TEAGASC	TEAG-WP4-TGS15-23	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-23	Cheese_Dairy	Semicured_cheese	Before_ripening	-	core	Final_product	-	Sheep	Semi-cured cheese	52598783	2715	1
TGS15.24	TEAG-WP4-TGS15-24	TGS15-24_R1	TEAGASC	TEAG-WP4-TGS15-24	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-24	Cheese_Dairy	Semicured_cheese	Before_ripening	-	core	Final_product	-	Sheep	Semi-cured cheese	31591259	1456	2
TGS15.25	TEAG-WP4-TGS15-25	TGS15-25_R1	TEAGASC	TEAG-WP4-TGS15-25	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-25	Cheese_Dairy	Semicured_cheese	Before_ripening	-	rind	Final_product	-	Sheep	Semi-cured cheese	77147812	4992	0
TGS15.26	TEAG-WP4-TGS15-26	TGS15-26_R1	TEAGASC	TEAG-WP4-TGS15-26	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-26	Cheese_Dairy	Semicured_cheese	Before_ripening	-	rind	Final_product	-	Sheep	Semi-cured cheese	56058980	2177	0
TGS15.27	TEAG-WP4-TGS15-27	TGS15-27_R1	TEAGASC	TEAG-WP4-TGS15-27	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-27	Cheese_Dairy	Semicured_cheese	Final_product	-	core	Final_product	-	Sheep	Semi-cured cheese	64705471	13367	2
TGS15.28	TEAG-WP4-TGS15-28	TGS15-28_R1	TEAGASC	TEAG-WP4-TGS15-28	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-28	Cheese_Dairy	Semicured_cheese	Final_product	-	core	Final_product	-	Sheep	Semi-cured cheese	73965354	51395	6
TGS15.29	TEAG-WP4-TGS15-29	TGS15-29_R1	TEAGASC	TEAG-WP4-TGS15-29	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-29	Cheese_Dairy	Semicured_cheese	Final_product	-	rind	Final_product	-	Sheep	Semi-cured cheese	11817765	38236	5
TGS15.30	TEAG-WP4-TGS15-30	TGS15-30_R1	TEAGASC	TEAG-WP4-TGS15-30	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-30	Cheese_Dairy	Semicured_cheese	Final_product	-	rind	Final_product	-	Sheep	Semi-cured cheese	59294196	49578	16
TGS15.O	TEAG-WP4-TGS15-O	TGS15-O_R1	TEAGASC	TEAG-WP4-TGS15-O	TGS15	MASTER_WP4_TEAGASC_1	MASTER_WP4_TEAGASC_1__TGS15-O	Cheese_Dairy	Semicured_cheese	Operator	-	-	Operator	-	Sheep	Semi-cured cheese	1004	0	0
WP4.UNINA.A.01	WP4-UNINA-A-01_1	WP4-UNINA-A-01_1	UNINA	WP4-UNINA-A-01_1	A	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__A-01	Cheese_Dairy	Soft_cheese	Non_food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	111913	4
WP4.UNINA.A.10	WP4-UNINA-A-10_1	WP4-UNINA-A-10_1	UNINA	WP4-UNINA-A-10_1	A	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__A-10	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Packing	-	Buffalo	Mozzarella	-	33502	5
WP4.UNINA.A.11	WP4-UNINA-A-11_1	WP4-UNINA-A-11_1	UNINA	WP4-UNINA-A-11_1	A	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__A-11	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	9543	1
WP4.UNINA.A.12	WP4-UNINA-A-12_1	WP4-UNINA-A-12_1	UNINA	WP4-UNINA-A-12_1	A	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__A-12	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	33111	8
WP4.UNINA.A.13	WP4-UNINA-A-13_1	WP4-UNINA-A-13_1	UNINA	WP4-UNINA-A-13_1	A	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__A-13	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	18091	2
WP4.UNINA.A.20	WP4-UNINA-A-20_1	WP4-UNINA-A-20_1	UNINA	WP4-UNINA-A-20_1	A	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__A-20	Cheese_Dairy	Soft_cheese	Raw_materials	Milk	-	Raw_material	-	Buffalo	Mozzarella	-	51357	13
WP4.UNINA.A.21	WP4-UNINA-A-21_1	WP4-UNINA-A-21_1	UNINA	WP4-UNINA-A-21_1	A	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__A-21	Cheese_Dairy	Soft_cheese	Raw_materials	Whey	-	Raw_material	-	Buffalo	Mozzarella	-	2642	0
WP4.UNINA.A.22	WP4-UNINA-A-22_1	WP4-UNINA-A-22_1	UNINA	WP4-UNINA-A-22_1	A	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__A-22	Cheese_Dairy	Soft_cheese	Raw_materials	Brine	-	Raw_material	-	Buffalo	Mozzarella	-	6997	3
WP4.UNINA.A.27.0	WP4-UNINA-A-27.0_1	WP4-UNINA-A-27.0_1	UNINA	WP4-UNINA-A-27.0_1	A	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__A-27.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	2051	0
WP4.UNINA.A.28.0	WP4-UNINA-A-28.0_1	WP4-UNINA-A-28.0_1	UNINA	WP4-UNINA-A-28.0_1	A	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__A-28.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	2377	1
WP4.UNINA.B.01	WP4-UNINA-B-01_1	WP4-UNINA-B-01_1	UNINA	WP4-UNINA-B-01_1	B	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__B-01	Cheese_Dairy	Soft_cheese	Non_food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	62878	7
WP4.UNINA.B.10	WP4-UNINA-B-10_1	WP4-UNINA-B-10_1	UNINA	WP4-UNINA-B-10_1	B	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__B-10	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Packing	-	Buffalo	Mozzarella	-	15397	1
WP4.UNINA.B.11	WP4-UNINA-B-11_1	WP4-UNINA-B-11_1	UNINA	WP4-UNINA-B-11_1	B	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__B-11	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	29639	6
WP4.UNINA.B.12	WP4-UNINA-B-12_1	WP4-UNINA-B-12_1	UNINA	WP4-UNINA-B-12_1	B	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__B-12	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	14582	1
WP4.UNINA.B.13	WP4-UNINA-B-13_1	WP4-UNINA-B-13_1	UNINA	WP4-UNINA-B-13_1	B	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__B-13	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	25180	1
WP4.UNINA.B.20	WP4-UNINA-B-20_1	WP4-UNINA-B-20_1	UNINA	WP4-UNINA-B-20_1	B	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__B-20	Cheese_Dairy	Soft_cheese	Raw_materials	Milk	-	Raw_material	-	Buffalo	Mozzarella	-	92829	0
WP4.UNINA.B.21	WP4-UNINA-B-21_1	WP4-UNINA-B-21_1	UNINA	WP4-UNINA-B-21_1	B	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__B-21	Cheese_Dairy	Soft_cheese	Raw_materials	Whey	-	Raw_material	-	Buffalo	Mozzarella	-	2829	0
WP4.UNINA.B.22	WP4-UNINA-B-22_1	WP4-UNINA-B-22_1	UNINA	WP4-UNINA-B-22_1	B	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__B-22	Cheese_Dairy	Soft_cheese	Raw_materials	Brine	-	Raw_material	-	Buffalo	Mozzarella	-	5617	5
WP4.UNINA.B.27.0	WP4-UNINA-B-27.0_1	WP4-UNINA-B-27.0_1	UNINA	WP4-UNINA-B-27.0_1	B	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__B-27.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	2359	0
WP4.UNINA.B.28.0	WP4-UNINA-B-28.0_1	WP4-UNINA-B-28.0_1	UNINA	WP4-UNINA-B-28.0_1	B	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__B-28.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	2267	1
WP4.UNINA.C.01	WP4-UNINA-C-01_1	WP4-UNINA-C-01_1	UNINA	WP4-UNINA-C-01_1	C	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__C-01	Cheese_Dairy	Soft_cheese	Non_food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	51709	7
WP4.UNINA.C.11	WP4-UNINA-C-11_1	WP4-UNINA-C-11_1	UNINA	WP4-UNINA-C-11_1	C	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__C-11	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	55500	1
WP4.UNINA.C.12	WP4-UNINA-C-12_1	WP4-UNINA-C-12_1	UNINA	WP4-UNINA-C-12_1	C	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__C-12	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	17148	3
WP4.UNINA.C.13	WP4-UNINA-C-13_1	WP4-UNINA-C-13_1	UNINA	WP4-UNINA-C-13_1	C	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__C-13	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	32310	6
WP4.UNINA.C.20	WP4-UNINA-C-20_1	WP4-UNINA-C-20_1	UNINA	WP4-UNINA-C-20_1	C	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__C-20	Cheese_Dairy	Soft_cheese	Raw_materials	Milk	-	Raw_material	-	Buffalo	Mozzarella	-	89217	2
WP4.UNINA.C.21	WP4-UNINA-C-21_1	WP4-UNINA-C-21_1	UNINA	WP4-UNINA-C-21_1	C	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__C-21	Cheese_Dairy	Soft_cheese	Raw_materials	Whey	-	Raw_material	-	Buffalo	Mozzarella	-	1555	0
WP4.UNINA.C.22	WP4-UNINA-C-22_1	WP4-UNINA-C-22_1	UNINA	WP4-UNINA-C-22_1	C	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__C-22	Cheese_Dairy	Soft_cheese	Raw_materials	Brine	-	Raw_material	-	Buffalo	Mozzarella	-	1890	2
WP4.UNINA.C.27.0	WP4-UNINA-C-27.0_1	WP4-UNINA-C-27.0_1	UNINA	WP4-UNINA-C-27.0_1	C	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__C-27.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	1578	3
WP4.UNINA.C.28.0	WP4-UNINA-C-28.0_1	WP4-UNINA-C-28.0_1	UNINA	WP4-UNINA-C-28.0_1	C	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__C-28.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	1511	0
WP4.UNINA.D.01	WP4-UNINA-D-01_1	WP4-UNINA-D-01_1	UNINA	WP4-UNINA-D-01_1	D	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__D-01	Cheese_Dairy	Soft_cheese	Non_food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	69070	5
WP4.UNINA.D.11	WP4-UNINA-D-11_1	WP4-UNINA-D-11_1	UNINA	WP4-UNINA-D-11_1	D	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__D-11	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	8196	1
WP4.UNINA.D.12	WP4-UNINA-D-12_1	WP4-UNINA-D-12_1	UNINA	WP4-UNINA-D-12_1	D	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__D-12	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	104257	3
WP4.UNINA.D.13	WP4-UNINA-D-13_1	WP4-UNINA-D-13_1	UNINA	WP4-UNINA-D-13_1	D	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__D-13	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	15893	4
WP4.UNINA.D.20	WP4-UNINA-D-20_1	WP4-UNINA-D-20_1	UNINA	WP4-UNINA-D-20_1	D	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__D-20	Cheese_Dairy	Soft_cheese	Raw_materials	Milk	-	Raw_material	-	Buffalo	Mozzarella	-	106095	4
WP4.UNINA.D.21	WP4-UNINA-D-21_1	WP4-UNINA-D-21_1	UNINA	WP4-UNINA-D-21_1	D	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__D-21	Cheese_Dairy	Soft_cheese	Raw_materials	Whey	-	Raw_material	-	Buffalo	Mozzarella	-	2872	0
WP4.UNINA.D.22	WP4-UNINA-D-22_1	WP4-UNINA-D-22_1	UNINA	WP4-UNINA-D-22_1	D	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__D-22	Cheese_Dairy	Soft_cheese	Raw_materials	Brine	-	Raw_material	-	Buffalo	Mozzarella	-	8014	3
WP4.UNINA.D.27.0	WP4-UNINA-D-27.0_1	WP4-UNINA-D-27.0_1	UNINA	WP4-UNINA-D-27.0_1	D	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__D-27.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	2544	1
WP4.UNINA.D.28.0	WP4-UNINA-D-28.0_1	WP4-UNINA-D-28.0_1	UNINA	WP4-UNINA-D-28.0_1	D	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__D-28.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	2692	0
WP4.UNINA.E.01	WP4-UNINA-E-01_1	WP4-UNINA-E-01_1	UNINA	WP4-UNINA-E-01_1	E	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__E-01	Cheese_Dairy	Soft_cheese	Non_food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	67906	11
WP4.UNINA.E.11	WP4-UNINA-E-11_1	WP4-UNINA-E-11_1	UNINA	WP4-UNINA-E-11_1	E	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__E-11	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	91986	12
WP4.UNINA.E.12	WP4-UNINA-E-12_1	WP4-UNINA-E-12_1	UNINA	WP4-UNINA-E-12_1	E	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__E-12	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	32162	6
WP4.UNINA.E.13	WP4-UNINA-E-13_1	WP4-UNINA-E-13_1	UNINA	WP4-UNINA-E-13_1	E	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__E-13	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	8359	0
WP4.UNINA.E.20	WP4-UNINA-E-20_1	WP4-UNINA-E-20_1	UNINA	WP4-UNINA-E-20_1	E	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__E-20	Cheese_Dairy	Soft_cheese	Raw_materials	Milk	-	Raw_material	-	Buffalo	Mozzarella	-	85662	1
WP4.UNINA.E.21	WP4-UNINA-E-21_1	WP4-UNINA-E-21_1	UNINA	WP4-UNINA-E-21_1	E	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__E-21	Cheese_Dairy	Soft_cheese	Raw_materials	Whey	-	Raw_material	-	Buffalo	Mozzarella	-	2167	0
WP4.UNINA.E.22	WP4-UNINA-E-22_1	WP4-UNINA-E-22_1	UNINA	WP4-UNINA-E-22_1	E	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__E-22	Cheese_Dairy	Soft_cheese	Raw_materials	Brine	-	Raw_material	-	Buffalo	Mozzarella	-	6064	7
WP4.UNINA.E.27.0	WP4-UNINA-E-27.0_1	WP4-UNINA-E-27.0_1	UNINA	WP4-UNINA-E-27.0_1	E	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__E-27.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	2312	0
WP4.UNINA.E.28.0	WP4-UNINA-E-28.0_1	WP4-UNINA-E-28.0_1	UNINA	WP4-UNINA-E-28.0_1	E	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__E-28.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	2339	0
WP4.UNINA.F.01	WP4-UNINA-F-01_1	WP4-UNINA-F-01_1	UNINA	WP4-UNINA-F-01_1	F	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__F-01	Cheese_Dairy	Soft_cheese	Non_food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	60443	7
WP4.UNINA.F.10	WP4-UNINA-F-10_1	WP4-UNINA-F-10_1	UNINA	WP4-UNINA-F-10_1	F	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__F-10	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Packing	-	Buffalo	Mozzarella	-	11253	4
WP4.UNINA.F.11	WP4-UNINA-F-11_1	WP4-UNINA-F-11_1	UNINA	WP4-UNINA-F-11_1	F	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__F-11	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	51014	6
WP4.UNINA.F.12	WP4-UNINA-F-12_1	WP4-UNINA-F-12_1	UNINA	WP4-UNINA-F-12_1	F	MASTER_WP4_UNINA_3	MASTER_WP4_UNINA_3__F-12	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Buffalo	Mozzarella	-	23219	5
WP4.UNINA.F.20	WP4-UNINA-F-20_1	WP4-UNINA-F-20_1	UNINA	WP4-UNINA-F-20_1	F	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__F-20	Cheese_Dairy	Soft_cheese	Raw_materials	Milk	-	Raw_material	-	Buffalo	Mozzarella	-	65712	2
WP4.UNINA.F.21	WP4-UNINA-F-21_1	WP4-UNINA-F-21_1	UNINA	WP4-UNINA-F-21_1	F	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__F-21	Cheese_Dairy	Soft_cheese	Raw_materials	Whey	-	Raw_material	-	Buffalo	Mozzarella	-	2125	0
WP4.UNINA.F.22	WP4-UNINA-F-22_1	WP4-UNINA-F-22_1	UNINA	WP4-UNINA-F-22_1	F	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__F-22	Cheese_Dairy	Soft_cheese	Raw_materials	Brine	-	Raw_material	-	Buffalo	Mozzarella	-	7385	6
WP4.UNINA.F.27.0	WP4-UNINA-F-27.0_1	WP4-UNINA-F-27.0_1	UNINA	WP4-UNINA-F-27.0_1	F	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__F-27.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	2059	1
WP4.UNINA.F.28.0	WP4-UNINA-F-28.0_1	WP4-UNINA-F-28.0_1	UNINA	WP4-UNINA-F-28.0_1	F	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__F-28.0	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	-	Buffalo	Mozzarella	-	1918	2
WP4.UNINA.G.01	WP4-UNINA-G-01_1	WP4-UNINA-G-01_1	UNINA	WP4-UNINA-G-01_1	G	MASTER_WP4_UNINA_vegetables	MASTER_WP4_UNINA_vegetables__G-01	Vegetables	-	Non_food_contact	-	-	Processing	-	-	-	-	126372	3
WP4.UNINA.G.02.1	WP4-UNINA-G-02.1_1	WP4-UNINA-G-02.1_1	UNINA	WP4-UNINA-G-02.1_1	G	MASTER_WP4_UNINA_vegetables	MASTER_WP4_UNINA_vegetables__G-02.1	Vegetables	-	Food_contact	-	-	Processing	-	-	-	-	9086	2
WP4.UNINA.G.02.2	WP4-UNINA-G-02.2_1	WP4-UNINA-G-02.2_1	UNINA	WP4-UNINA-G-02.2_1	G	MASTER_WP4_UNINA_vegetables	MASTER_WP4_UNINA_vegetables__G-02.2	Vegetables	-	Food_contact	-	-	Processing	-	-	-	-	97723	10
WP4.UNINA.G.02.3	WP4-UNINA-G-02.3_1	WP4-UNINA-G-02.3_1	UNINA	WP4-UNINA-G-02.3_1	G	MASTER_WP4_UNINA_vegetables	MASTER_WP4_UNINA_vegetables__G-02.3	Vegetables	-	Food_contact	-	-	Processing	-	-	-	-	75547	4
WP4.UNINA.G.04	WP4-UNINA-G-04_1	WP4-UNINA-G-04_1	UNINA	WP4-UNINA-G-04_1	G	MASTER_WP4_UNINA_vegetables	MASTER_WP4_UNINA_vegetables__G-04	Vegetables	-	Food_contact	-	-	Cold	-	-	-	-	169353	2
WP4.UNINA.G.09	WP4-UNINA-G-09_1	WP4-UNINA-G-09_1	UNINA	WP4-UNINA-G-09_1	G	MASTER_WP4_UNINA_vegetables	MASTER_WP4_UNINA_vegetables__G-09	Vegetables	-	Non_food_contact	-	-	Packing	-	-	-	-	140575	6
WP4.UNINA.G.16	WP4-UNINA-G-16_1	WP4-UNINA-G-16_1	UNINA	WP4-UNINA-G-16_1	G	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__G-16	Vegetables	-	Raw_materials	-	-	Raw_material	-	-	-	-	113583	2
WP4.UNINA.G.17	WP4-UNINA-G-17_1	WP4-UNINA-G-17_1	UNINA	WP4-UNINA-G-17_1	G	MASTER_WP4_UNINA_2	MASTER_WP4_UNINA_2__G-17	Vegetables	-	Raw_materials	-	-	Raw_material	-	-	-	-	115257	1
