resfinder_code	Sample_ule	Reads_code	Partner	Partner_code	Industry_code	Dataset_ID	UNITN_seq_ID	Industry_type	Industry_type2	Surface	Surface2	rindcore	Room	Ripening.time	Host	Product_type	Total_reads	Contigs	MAGs
FFoQSI_VB15.1	WP4-FFOQ-VB15-1	VB15-1_R1	FFOQ	VB15-05	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-1	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	40995	10
FFoQSI_VB15.10	WP4-FFOQ-VB15-10	VB15-10_R1	FFOQ	VB15-12	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-10	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	29357	9
FFoQSI_VB15.11	WP4-FFOQ-VB15-11	VB15-11_R1	FFOQ	VB15-07	VB15	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB15-11	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	19	0
FFoQSI_VB15.12	WP4-FFOQ-VB15-12	VB15-12_R1	FFOQ	VB15-06	VB15	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB15-12	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	4	0
FFoQSI_VB15.13	WP4-FFOQ-VB15-13	VB15-13_R1	FFOQ	VB15-08	VB15	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB15-13	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	2	0
FFoQSI_VB15.20	WP4-FFOQ-VB15-20	VB15-20_R1	FFOQ	VB15-01	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-20	Cheese_Dairy	Cured_cheese	Raw_materials	Milk	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	17489	2
FFoQSI_VB15.21	WP4-FFOQ-VB15-21	VB15-21_R1	FFOQ	VB15-02	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-21	Cheese_Dairy	Cured_cheese	Raw_materials	Whey	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	601048	4
FFoQSI_VB15.22	WP4-FFOQ-VB15-22	VB15-22_R1	FFOQ	VB15-03	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-22	Cheese_Dairy	Cured_cheese	Raw_materials	Brine	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	5518	7
FFoQSI_VB15.23	WP4-FFOQ-VB15-23	VB15-23_R1	FFOQ	VB15-04-AC	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-23	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	634	2
FFoQSI_VB15.24	WP4-FFOQ-VB15-24	VB15-24_R1	FFOQ	VB15-04-BC	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-24	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	785	1
FFoQSI_VB15.25	WP4-FFOQ-VB15-25	VB15-25_R1	FFOQ	VB15-04-AR	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-25	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	5509	5
FFoQSI_VB15.26	WP4-FFOQ-VB15-26	VB15-26_R1	FFOQ	VB15-04-BR	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-26	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	2147	3
FFoQSI_VB15.27	WP4-FFOQ-VB15-27	VB15-27_R1	FFOQ	VB15-F-AC	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-27	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	4350	3
FFoQSI_VB15.28	WP4-FFOQ-VB15-28	VB15-28_R1	FFOQ	VB15-F-BC	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-28	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	3831	3
FFoQSI_VB15.29	WP4-FFOQ-VB15-29	VB15-29_R1	FFOQ	VB15-F-AR	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-29	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	13814	14
FFoQSI_VB15.29.1	WP4-FFOQ-VB15-29	VB15-29_R1	FFOQ	VB15-F-AR	VB15	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB15-29	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	40716	22
FFoQSI_VB15.30	WP4-FFOQ-VB15-30	VB15-30_R1	FFOQ	VB15-F-BR	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-30	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	32028	16
FFoQSI_VB15.5	WP4-FFOQ-VB15-5	VB15-5_R1	FFOQ	VB15-09	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-5	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	38990	8
FFoQSI_VB15.6	WP4-FFOQ-VB15-6	VB15-6_R1	FFOQ	VB15-10	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-6	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Ripening	-	Cow	Vorarlberger_Bergkaese	-	79973	15
FFoQSI_VB15.9	WP4-FFOQ-VB15-9	VB15-9_R1	FFOQ	VB15-11	VB15	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB15-9	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	74682	22
FFoQSI_VB16.1	WP4-FFOQ-VB16-1	VB16-1_R1	FFOQ	VB16-05	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-1	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	101252	17
FFoQSI_VB16.10	WP4-FFOQ-VB16-10	VB16-10_R1	FFOQ	VB16-12	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-10	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	41087	27
FFoQSI_VB16.11	WP4-FFOQ-VB16-11	VB16-11_R1	FFOQ	VB16-07	VB16	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB16-11	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	20551	18
FFoQSI_VB16.13	WP4-FFOQ-VB16-13	VB16-13_R1	FFOQ	VB16-08	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-13	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Processing	-	Cow	Vorarlberger_Bergkaese	-	22391	4
FFoQSI_VB16.20	WP4-FFOQ-VB16-20	VB16-20_R1	FFOQ	VB16-01	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-20	Cheese_Dairy	Cured_cheese	Raw_materials	Milk	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	191558	1
FFoQSI_VB16.21	WP4-FFOQ-VB16-21	VB16-21_R1	FFOQ	VB16-02	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-21	Cheese_Dairy	Cured_cheese	Raw_materials	Whey	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	1547	1
FFoQSI_VB16.22	WP4-FFOQ-VB16-22	VB16-22_R1	FFOQ	VB16-03	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-22	Cheese_Dairy	Cured_cheese	Raw_materials	Brine	-	Raw_material	-	Cow	Vorarlberger_Bergkaese	-	23265	12
FFoQSI_VB16.23	WP4-FFOQ-VB16-23	VB16-23_R1	FFOQ	VB16-04-AC	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-23	Cheese_Dairy	Cured_cheese	Before_ripening	-	-	Final_product	-	Cow	Vorarlberger_Bergkaese	-	0	0
FFoQSI_VB16.24	WP4-FFOQ-VB16-24	VB16-24_R1	FFOQ	VB16-04-BC	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-24	Cheese_Dairy	Cured_cheese	Before_ripening	-	core	Final_product	-	Cow	Vorarlberger_Bergkaese	-	1480	2
FFoQSI_VB16.25	WP4-FFOQ-VB16-25	VB16-25_R1	FFOQ	VB16-04-AR	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-25	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	2189	2
FFoQSI_VB16.26	WP4-FFOQ-VB16-26	VB16-26_R1	FFOQ	VB16-04-BR	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-26	Cheese_Dairy	Cured_cheese	Before_ripening	-	rind	Final_product	-	Cow	Vorarlberger_Bergkaese	-	1268	2
FFoQSI_VB16.27	WP4-FFOQ-VB16-27	VB16-27_R1	FFOQ	VB16-F-AC	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-27	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	1485	3
FFoQSI_VB16.28	WP4-FFOQ-VB16-28	VB16-28_R1	FFOQ	VB16-F-BC	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-28	Cheese_Dairy	Cured_cheese	Final_product	-	core	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	3902	6
FFoQSI_VB16.29	WP4-FFOQ-VB16-29	VB16-29_R1	FFOQ	VB16-F-AR	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-29	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	21018	13
FFoQSI_VB16.30	WP4-FFOQ-VB16-30	VB16-30_R1	FFOQ	VB16-F-BR	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-30	Cheese_Dairy	Cured_cheese	Final_product	-	rind	Final_product	180 days	Cow	Vorarlberger_Bergkaese	-	24892	20
FFoQSI_VB16.46	WP4-FFOQ-VB16-46	VB16-46_R1	FFOQ	VB16-09	VB16	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB16-46	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Cold	-	Cow	Vorarlberger_Bergkaese	-	18641	10
FFoQSI_VB16.47	WP4-FFOQ-VB16-47	VB16-47_R1	FFOQ	VB16-10	VB16	MASTER_WP4_FFoQSI_3	MASTER_WP4_FFoQSI_3__VB16-47	Cheese_Dairy	Cured_cheese	Food_contact	-	-	Cold	-	Cow	Vorarlberger_Bergkaese	-	87272	30
FFoQSI_VB16.9	WP4-FFOQ-VB16-9	VB16-9_R1	FFOQ	VB16-11	VB16	MASTER_WP4_FFoQSI_2	MASTER_WP4_FFoQSI_2__VB16-9	Cheese_Dairy	Cured_cheese	Non_food_contact	-	-	Packing	-	Cow	Vorarlberger_Bergkaese	-	28572	8
P2_200_75211	MASTER_WP4_CSIC_	P2_200_75211_R1	CSIC	P2_200_75211	1	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2_200_75211	Cheese_Dairy	Soft_cheese	Final_product	-	core	Final_product	< 30 days	Cow	Soft cheese	49390068	1471	3
P21_73321	MASTER_WP4_CSIC_1	P21_73321_R1	CSIC	P21_73321	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P21_73321	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Processing	-	Cow-Goat	Semi-cured cheese	116498576	105114	14
P2100_73322	MASTER_WP4_CSIC_100	P2100_73322_R1	CSIC	P2100_73322	26	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2100_73322	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Processing	-	Cow	Semi-cured cheese	78463696	40614	7
P2101	P2101	P2187_73322_R1	CSIC	P2101	26	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P2101	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Cow	Semi-cured cheese	1943783	695	1
P2102_73322	MASTER_WP4_CSIC_102	P2102_73322_R1	CSIC	P2102_73322	26	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2102_73322	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Cow	Semi-cured cheese	71552596	13499	1
P2103_73322	MASTER_WP4_CSIC_103	P2103_73322_R1	CSIC	P2103_73322	26	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2103_73322	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Cow	Semi-cured cheese	44967388	8146	4
P2104_73322	MASTER_WP4_CSIC_104	P2104_73322_R1	CSIC	P2104_73322	26	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2104_73322	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Ripening	-	Cow	Semi-cured cheese	68297714	124347	22
P2105_73322	MASTER_WP4_CSIC_105	P2105_73322_R1	CSIC	P2105_73322	26	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2105_73322	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Ripening	-	Cow	Semi-cured cheese	87247840	80389	29
P2107_73322	MASTER_WP4_CSIC_107	P2107_73322_R1	CSIC	P2107_73322	26	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2107_73322	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Packing	-	Cow	Semi-cured cheese	41858882	36020	8
P2108_73322	MASTER_WP4_CSIC_108	P2108_73322_R1	CSIC	P2108_73322	26	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2108_73322	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Packing	-	Cow	Semi-cured cheese	63096556	67920	18
P2109	P2109	P2194_73323_R1	CSIC	P2109	26	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P2109	Cheese_Dairy	Semicured_cheese	Operator	-	-	Operator	-	Cow	Semi-cured cheese	31008065	34566	12
P2112_73322	MASTER_WP4_CSIC_112	P2112_73322_R1	CSIC	P2112_73322	26	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2112_73322	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Drying	-	Cow	Semi-cured cheese	93733528	57556	8
P2113_73322	MASTER_WP4_CSIC_113	P2113_73322_R1	CSIC	P2113_73322	26	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2113_73322	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Drying	-	Cow	Semi-cured cheese	54405404	13296	2
P2114_73322	MASTER_WP4_CSIC_114	P2114_73322_R1	CSIC	P2114_73322	25	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2114_73322	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Processing	-	Cow	Semi-cured cheese	42188142	73620	6
P2115	P2115	P2197_73323_R1	CSIC	P2115	25	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P2115	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Cow	Semi-cured cheese	182867	6	0
P2116_73322	MASTER_WP4_CSIC_116	P2116_73322_R1	CSIC	P2116_73322	25	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2116_73322	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Cow	Semi-cured cheese	70868330	61277	10
P2117	P2117	P2199_73323_R1	CSIC	P2117	25	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P2117	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Processing	-	Cow	Semi-cured cheese	25687087	26924	4
P2118_73322	MASTER_WP4_CSIC_118	P2118_73322_R1	CSIC	P2118_73322	25	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2118_73322	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Ripening	-	Cow	Semi-cured cheese	83752980	194705	29
P2119_73322	MASTER_WP4_CSIC_119	P2119_73322_R1	CSIC	P2119_73322	25	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2119_73322	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Ripening	-	Cow	Semi-cured cheese	37687452	85757	23
P212_76492	MASTER_WP4_CSIC_12	P212_76492_R1	CSIC	P212_76492	10	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P212_76492	Cheese_Dairy	Soft_cheese	Non_food_contact	-	-	Processing	-	Cow	Soft cheese	57801614	46810	7
P2121_73322	MASTER_WP4_CSIC_121	P2121_73322_R1	CSIC	P2121_73322	25	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2121_73322	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Packing	-	Cow	Semi-cured cheese	106186786	109065	27
P2122_73322	MASTER_WP4_CSIC_122	P2122_73322_R1	CSIC	P2122_73322	25	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2122_73322	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Packing	-	Cow	Semi-cured cheese	41456830	39385	11
P2123	P2123	P2204_73323_R1	CSIC	P2123	25	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P2123	Cheese_Dairy	Semicured_cheese	Operator	-	-	Operator	-	Cow	Semi-cured cheese	68905495	95697	8
P2126_73322	MASTER_WP4_CSIC_126	P2126_73322_R1	CSIC	P2126_73322	25	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2126_73322	Cheese_Dairy	Semicured_cheese	Non_food_contact	-	-	Drying	-	Cow	Semi-cured cheese	45111498	29998	14
P2127_73322	MASTER_WP4_CSIC_127	P2127_73322_R1	CSIC	P2127_73322	25	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2127_73322	Cheese_Dairy	Semicured_cheese	Food_contact	-	-	Drying	-	Cow	Semi-cured cheese	22424230	64366	10
P213	P213	P2116_73322_R1	CSIC	P213	10	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P213	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Cow	Soft cheese	1442428	483	0
P2131_73322	MASTER_WP4_CSIC_131	P2131_73322_R1	CSIC	P2131_73322	-	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2131_73322	Cheese_Dairy	-	Positive_control_10e2_CFU-mL	-	-	-	-	-	-	41450776	1777	5
P2132_73322	MASTER_WP4_CSIC_132	P2132_73322_R1	CSIC	P2132_73322	-	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2132_73322	Cheese_Dairy	-	Positive_control_10e4_CFU-mL	-	-	-	-	-	-	41833832	2159	5
P2133_73322	MASTER_WP4_CSIC_133	P2133_73322_R1	CSIC	P2133_73322	-	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2133_73322	Cheese_Dairy	-	Positive_control_10e6_CFU-mL	-	-	-	-	-	-	39485816	3785	10
P2134_73322	MASTER_WP4_CSIC_134	P2134_73322_R1	CSIC	P2134_73322	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2134_73322	Cheese_Dairy	Semicured_cheese	Raw_materials	Brine	-	Raw_material	-	Cow-Goat	Semi-cured cheese	41801268	44806	13
P2135_73322	MASTER_WP4_CSIC_135	P2135_73322_R1	CSIC	P2135_73322	10	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2135_73322	Cheese_Dairy	Soft_cheese	Raw_materials	Brine	-	Raw_material	-	Cow	Soft cheese	121721534	4959	2
P2136_73322	MASTER_WP4_CSIC_136	P2136_73322_R1	CSIC	P2136_73322	22	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2136_73322	Cheese_Dairy	Semicured_cheese	Raw_materials	Brine	-	Raw_material	-	Cow-Goat	Semi-cured cheese	49016036	21693	8
P2137_73322	MASTER_WP4_CSIC_137	P2137_73322_R1	CSIC	P2137_73322	1	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2137_73322	Cheese_Dairy	Soft_cheese	Raw_materials	Brine	-	Raw_material	-	Cow	Soft cheese	109218322	35477	28
P2138_73322	MASTER_WP4_CSIC_138	P2138_73322_R1	CSIC	P2138_73322	8	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2138_73322	Cheese_Dairy	Semicured_cheese	Raw_materials	Brine	-	Raw_material	-	Goat	Semi-cured cheese	194484916	11903	4
P2139_73322	MASTER_WP4_CSIC_139	P2139_73322_R1	CSIC	P2139_73322	28	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2139_73322	Cheese_Dairy	Semicured_cheese	Raw_materials	Brine	-	Raw_material	-	Cow	Semi-cured cheese	112018226	8076	2
P214	P214	P2118_73322_R1	CSIC	P214	10	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P214	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Cow	Soft cheese	19635859	26043	14
P2140	P2140	P2215_73323_R1	CSIC	P2140	29	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P2140	Cheese_Dairy	Soft_cheese	Raw_materials	Brine	-	Raw_material	-	Goat	Soft cheese	73140181	1383	1
P2141_73322	MASTER_WP4_CSIC_141	P2141_73322_R1	CSIC	P2141_73322	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2141_73322	Cheese_Dairy	Semicured_cheese	Raw_materials	Milk	-	Raw_material	-	Cow-Goat	Semi-cured cheese	127691278	626737	2
P2142_73322	MASTER_WP4_CSIC_142	P2142_73322_R1	CSIC	P2142_73322	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2142_73322	Cheese_Dairy	Semicured_cheese	Raw_materials	Whey	-	Raw_material	-	Cow-Goat	Semi-cured cheese	69408696	67669	3
P2143_73322	MASTER_WP4_CSIC_143	P2143_73322_R1	CSIC	P2143_73322	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2143_73322	Cheese_Dairy	Semicured_cheese	Before_ripening	-	rind	Final_product	-	Cow-Goat	Semi-cured cheese	56657624	17972	3
P2144_73322	MASTER_WP4_CSIC_144	P2144_73322_R1	CSIC	P2144_73322	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2144_73322	Cheese_Dairy	Semicured_cheese	Before_ripening	-	core	Final_product	-	Cow-Goat	Semi-cured cheese	75618036	20696	2
P2145_73322	MASTER_WP4_CSIC_145	P2145_73322_R1	CSIC	P2145_73322	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2145_73322	Cheese_Dairy	Semicured_cheese	Before_ripening	-	rind	Final_product	-	Cow-Goat	Semi-cured cheese	48540792	16919	4
P2146_73322	MASTER_WP4_CSIC_146	P2146_73322_R1	CSIC	P2146_73322	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2146_73322	Cheese_Dairy	Semicured_cheese	Before_ripening	-	core	Final_product	-	Cow-Goat	Semi-cured cheese	42283382	11053	4
P2147_73322	MASTER_WP4_CSIC_147	P2147_73322_R1	CSIC	P2147_73322	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2147_73322	Cheese_Dairy	Semicured_cheese	Final_product	-	rind	Final_product	60 days	Cow-Goat	Semi-cured cheese	102092670	60940	7
P2148	P2148	P2223_73323_R1	CSIC	P2148	12	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P2148	Cheese_Dairy	Semicured_cheese	Final_product	-	core	Final_product	60 days	Cow-Goat	Semi-cured cheese	21358835	11816	3
P2149_73322	MASTER_WP4_CSIC_149	P2149_73322_R1	CSIC	P2149_73322	12	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2149_73322	Cheese_Dairy	Semicured_cheese	Final_product	-	rind	Final_product	60 days	Cow-Goat	Semi-cured cheese	91887068	43916	8
P215	P215	P2119_73322_R1	CSIC	P215	10	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P215	Cheese_Dairy	Soft_cheese	Food_contact	-	-	Processing	-	Cow	Soft cheese	43244051	27386	0
P2150	P2150	P2225_73323_R1	CSIC	P2150	12	MASTER_WP4_CSIC_3	MASTER_WP4_CSIC_3__P2150	Cheese_Dairy	Semicured_cheese	Final_product	-	core	Final_product	60 days	Cow-Goat	Semi-cured cheese	27836663	19450	6
P2151_73322	MASTER_WP4_CSIC_151	P2151_73322_R1	CSIC	P2151_73322	10	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2151_73322	Cheese_Dairy	Soft_cheese	Raw_materials	Milk	-	Raw_material	-	Cow	Soft cheese	99115300	554207	0
P2152_73322	MASTER_WP4_CSIC_152	P2152_73322_R1	CSIC	P2152_73322	10	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2152_73322	Cheese_Dairy	Soft_cheese	Raw_materials	Whey	-	Raw_material	-	Cow	Soft cheese	93650794	84007	3
P2153_73322	MASTER_WP4_CSIC_153	P2153_73322_R1	CSIC	P2153_73322	10	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2153_73322	Cheese_Dairy	Soft_cheese	Before_ripening	-	rind	Final_product	-	Cow	Soft cheese	45008362	3614	3
P2154_73322	MASTER_WP4_CSIC_154	P2154_73322_R1	CSIC	P2154_73322	10	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2154_73322	Cheese_Dairy	Soft_cheese	Before_ripening	-	core	Final_product	-	Cow	Soft cheese	51760632	2770	3
P2155_73322	MASTER_WP4_CSIC_155	P2155_73322_R1	CSIC	P2155_73322	10	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2155_73322	Cheese_Dairy	Soft_cheese	Before_ripening	-	rind	Final_product	-	Cow	Soft cheese	39166514	2691	5
P2156_73322	MASTER_WP4_CSIC_156	P2156_73322_R1	CSIC	P2156_73322	10	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2156_73322	Cheese_Dairy	Soft_cheese	Before_ripening	-	core	Final_product	-	Cow	Soft cheese	36987406	2602	3
P2157_73322	MASTER_WP4_CSIC_157	P2157_73322_R1	CSIC	P2157_73322	10	MASTER_WP4_CSIC_1	MASTER_WP4_CSIC_1__P2157_73322	Cheese_Dairy	Soft_cheese	Final_product	-	rind	Final_product	21 days	Cow	Soft cheese	31806426	10422	3
